text,label
"Up and at em... got a big To Do List for today, and hubby has to work   But then weekend is going to be just us... I think!",neutral
headache,negative
"I like this app, It is an amazing tool, however I couldn't find calendar and where I can track what I have done. Could you help me find it?",positive
well - that blows.  Sorry to cut it short. It wont work for me. I didnt get to say bye..so goodnight guys - thx for watching!  Love u guys,neutral
Driving home after an ok night  Iwish,neutral
And now the crazy is all gone.,negative
I don't understand why the App has all the languages except the Arabic language?,negative
" unfortunately I know I would like them - which is why I am avoiding them,",neutral
" So far, so good. It`s still early, though!",positive
Whoooooo I`m gettin` extra hours today    afterwards I`m gonna see if I can get some marigolds for my mum ^^,neutral
I don`t know what im doing :S,neutral
I am so sick and tired of this on and off rain,negative
"Joining facebeek.  What a loser, I have no friends   Amy where are you?",negative
On my way to lake geneva and I miss my laura,negative
" pictures of your bliss?  In JPEG format?  Sorry, it`s message board terminology and u don`t play w/us on the boards",negative
ok its FF soooo why isn`t anyone following MEEEE??? LOL ughhhh I have some lazy a%# followers they wont even help me out,neutral
"Bought the pro a few years ago. However, recently went to a new phone, and now I'm seeing ads, and it doesnt look like I have the pro version anymore. Not sure what happened but jacked up that I paid for the pro, and unable to get the functionality of the pro version without buying it again.",neutral
home bound for mothers day,neutral
_MJA ..I don`t know who gon do the yelling & cussing for upgrades when u go.,neutral
Great.... makes you organise your life.,positive
" what`s up? Not much, just listening to music  I`m in TX",neutral
90210 9pm  I laaaaaaaaave it.,positive
I just wanna be happy,positive
Awesome to use,positive
 What are those barrels made of? Hey pass that barrel,neutral
"_19 I watched a little today! Didn`t know you were sick, you did awesome nonetheless! Hope u feel better",neutral
"The app is laggy, also it has a premium version so many important features you will have to buy.. i feel that the organisation of the can be more better... Today and tomorrow should be completely seperate and there also should be a slot of yesterday where you can see what you missed doing the day before",neutral
Birthday girl in the house!! Tweet tweet suckas,negative
 I feel like a piece of garbage!  See: http://bbltwt.com/nqgp3,negative
"Welcoming new #followers: , ,   ,  & . Thanks for the love. Tweet on!",positive
"Working from home today, my back is killing me  Doctor and then physio after later today.",negative
Good idea but this isn't for me. I am much more for classic habit apps.,neutral
"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the..",negative
"How would we get thousand battlegrounds  #battleground, I mean we don`t even know how could we reach which number to make it trending tpc",neutral
 ZOMG SO CUTE MATT. **** thats a good movie,positive
"This app would be perfect if it had a translucent widget. But naw, it's gotta take up every pixel it can even when I got nothing to do. I do recommend it over others though.",neutral
: Ok its suppose 2b followfriday not unfollow Friday  aw well I have nice tweeters anyway! <-almost doesnt sound right...lol;),positive
 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,positive
"This app and Todoist Web are nice products, but they do have their issues: 1. It's hard to know what to expect from Todoist in the future. Updates and fixes take a very long time, and there is no public roadmap or issue/request voting system. 2. Todoist promotes itself as great for the GTD method, but it lacks core concepts like Next Actions, Waiting For, and Reviews. 3. The app refuses to start if you don't like Google Services (GSF) on your phone.",neutral
some of my new followers are pretty cool tweeps; check `em out.,positive
"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn`t even see I got a haircut! LAAAME",neutral
Cannot get it to work on my Huawei P20. I have tried 3 times and cannot get it to sign in. It looks like it works fine on my iPad because I can sign up and get in but on my phone I am unable to do either. I needed something that I could use on both devices but am unable to get into in ob my phone,negative
Its sunday morning and birds are chirping. Hoping for the best and praying that its the best.,positive
"The feature of customization for repeating calendar/event function has disappeared. When attempting to modify, it used to asked, ""Do you want to delete all calendar/event in the series or delete this particular function?"" Except for grandfathered calendar functions, the feature of attempting to delete a particular calendar function/event no longer exists.",neutral
 Prowse? I got a Christmas card of him last year.  & I wish I had the money right now. Saving for an apartment,neutral
"YM, meebo & ebuddy really hate us      ",negative
Lack of sleep leads to major head ach,neutral
I am sad that my kids were ungrateful today,negative
My younger sister flies in next week for a two week visit. So blessed to look forward to seeing family members visit.,neutral
" yes, it will finish at 7:30 tonight. Still the food has been great as has been the discussion",positive
seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really,negative
Lacks option to automatically skip all missed recurrences on recurring tasks. Manual skipping of missed recurrences is not a powerful enough solution,negative
 I realised when I got home that I left mine in your fridge - you`re welcome to have it if you like.,positive
 What happened? I`m afraid I missed a large part of the story,negative
" Oh, I is dubbed Breesaholic Insomniac #2  *feels special* oh! must add third Angel drink to post",neutral
"I hate when the things are no clear, basic features as reminders are in the premium membership",negative
 u don`t love me  no follow..how was your night? ;-),neutral
_ranjan Did I ever mention what a nice and awesome dude you are?,positive
you can learn a lot from another person.. dont try to out better oneself when its all about love and happiness  goodnight,positive
Leave it to Microsoft to screw up Wunderlist. I used it for my show notes while I was out and about. I could input my note and it would go to the top of the page. Now it goes through the bottom and I have to drag every single note to the top. It's annoying.,neutral
 awesome! What a blessing,positive
 sorry about that,negative
Love this app. It makes viewing all my Google calendars in one apot easy! My only issue is entering locations because I live in a rural area and it recommends places in large cities all the time.,positive
